Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Sensor Info,Sensor Info (300),Sensor Info (400),Sensor Info (500),Sensor Info (600),Sensor Info (700)
8/26/2024,4536-9239003580.igc,JS-3-18m,4:16:26,172545,214211,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['183338', '183342', '185155', '185159', '190041', '190046', '193617', '193643', '200217', '200221', '200223', '200235', '202000', '202004', '202029', '202037', '210706', '210712', '213411', '213416', '213515', '213521', '213522', '213529', '213538', '213544', '213604', '213648'] and [5223, 5256, 4948, 4927, 4912, 4892, 5331, 5285, 3448, 3392, 3373, 3455, 4928, 4924, 4600, 4498, 5942, 6023, 2825, 2799, 2484, 2447, 2447, 2451, 2422, 2454, 2304, 1916]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['183338', '183342', '185155', '185159', '190041', '190046', '193617', '193643', '200217', '200221', '200223', '200235', '202000', '202004', '202029', '202037', '210706', '210712', '213411', '213416', '213515', '213521', '213522', '213529', '213538', '213544', '213604', '213648'] and [5223, 5256, 4948, 4927, 4912, 4892, 5331, 5285, 3448, 3392, 3373, 3455, 4928, 4924, 4600, 4498, 5942, 6023, 2825, 2799, 2484, 2447, 2447, 2451, 2422, 2454, 2304, 1916]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['183338', '183342', '185155', '185159', '190041', '190046', '193617', '193643', '200217', '200221', '200223', '200235', '202000', '202004', '202029', '202037', '210706', '210712', '213411', '213416', '213515', '213521', '213522', '213529', '213538', '213544', '213604', '213648'] and [5223, 5256, 4948, 4927, 4912, 4892, 5331, 5285, 3448, 3392, 3373, 3455, 4928, 4924, 4600, 4498, 5942, 6023, 2825, 2799, 2484, 2447, 2447, 2451, 2422, 2454, 2304, 1916]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['183339', '183342', '185155', '185159', '193623', '193643', '200224', '200235', '202030', '202037', '210707', '210712', '213412', '213416', '213517', '213521', '213523', '213529', '213539', '213544', '213606', '213648'] and [5230, 5256, 4948, 4927, 5295, 5285, 3363, 3455, 4593, 4498, 5942, 6023, 2821, 2799, 2464, 2447, 2454, 2451, 2425, 2454, 2296, 1916]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['183339', '183342', '185155', '185159', '193627', '193643', '200224', '200235', '202030', '202037', '210707', '210712', '213412', '213416', '213517', '213521', '213523', '213529', '213539', '213544', '213607', '213648'] and [5230, 5256, 4948, 4927, 5305, 5285, 3363, 3455, 4593, 4498, 5942, 6023, 2821, 2799, 2464, 2447, 2454, 2451, 2425, 2454, 2287, 1916]AGL"
8/19/2024,4536-9239003393.igc,Ventus3T,5:53:53,173616,233009,HOME,"Ventus3T's MOP monitor reports Engine Run 3 minutes, starts at T=173616 and: 948 msl [40 agl]; Height gain/loss is: 1903
Ventus3T Motor noise registered by ENL sensor at t=['173617', '173754', '173830', '173846', '173850', '173906'] and [36, 780, 1224, 1388, 1476, 1692]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 300) at t=['173617', '173921'] and [36, 1887]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 400) at t=['173617', '173921'] and [36, 1887]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 500) at t=['173617', '173921'] and [36, 1887]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 600) at t=['173617', '173921'] and [36, 1887]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 700) at t=['173617', '173921'] and [36, 1887]AGL"
8/19/2024,4536-9239003380.igc,JS-3-18m,5:11:59,181526,232725,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['232724', '232725'] and [72, 72]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['200648', '200652', '200657', '200701', '200706', '200722', '200820', '200827', '214647', '214651', '221054', '221059', '221122', '221126', '221333', '221340', '221403', '221406', '231651', '231706', '231711', '231715', '231942', '231958', '232002', '232007', '232011', '232018', '232022', '232035', '232038', '232043', '232054', '232059', '232218', '232222', '232232', '232235', '232724'] and [3713, 3698, 3708, 3700, 3681, 3956, 3678, 3629, 4236, 4212, 5929, 5961, 5800, 5804, 5581, 5489, 5289, 5275, 4013, 3888, 3813, 3744, 3189, 3048, 3008, 2963, 2923, 2864, 2815, 2615, 2573, 2523, 2510, 2553, 2084, 2087, 2067, 2070, 72]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['200648', '200652', '200657', '200701', '200706', '200722', '200820', '200827', '214647', '214651', '221054', '221059', '221122', '221126', '221333', '221340', '221403', '221406', '231651', '231706', '231711', '231715', '231942', '231958', '232002', '232007', '232011', '232018', '232022', '232035', '232038', '232043', '232054', '232059', '232218', '232222', '232232', '232235', '232724'] and [3713, 3698, 3708, 3700, 3681, 3956, 3678, 3629, 4236, 4212, 5929, 5961, 5800, 5804, 5581, 5489, 5289, 5275, 4013, 3888, 3813, 3744, 3189, 3048, 3008, 2963, 2923, 2864, 2815, 2615, 2573, 2523, 2510, 2553, 2084, 2087, 2067, 2070, 72]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['200648', '200652', '200657', '200701', '200706', '200722', '200820', '200827', '214647', '214651', '221054', '221059', '221122', '221126', '221333', '221340', '221403', '221406', '231651', '231706', '231711', '231715', '231942', '231958', '232002', '232007', '232011', '232018', '232022', '232035', '232038', '232043', '232054', '232059', '232218', '232222', '232232', '232235', '232724'] and [3713, 3698, 3708, 3700, 3681, 3956, 3678, 3629, 4236, 4212, 5929, 5961, 5800, 5804, 5581, 5489, 5289, 5275, 4013, 3888, 3813, 3744, 3189, 3048, 3008, 2963, 2923, 2864, 2815, 2615, 2573, 2523, 2510, 2553, 2084, 2087, 2067, 2070, 72]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['200706', '200722', '221055', '221059', '221335', '221340', '231653', '231706', '231712', '231715', '231943', '231958', '232003', '232007', '232013', '232018', '232025', '232035', '232039', '232043', '232055', '232059', '232724'] and [3681, 3956, 5944, 5961, 5568, 5489, 4003, 3888, 3787, 3744, 3196, 3048, 2996, 2963, 2901, 2864, 2723, 2615, 2552, 2523, 2513, 2553, 72]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['200706', '200722', '221055', '221059', '231654', '231706', '231712', '231715', '231943', '231958', '232003', '232007', '232013', '232018', '232026', '232035', '232039', '232043', '232055', '232059', '232724'] and [3681, 3956, 5944, 5961, 3996, 3888, 3787, 3744, 3196, 3048, 2996, 2963, 2901, 2864, 2700, 2615, 2552, 2523, 2513, 2553, 72]AGL"
8/15/2024,4536-9239003272.igc,JS-3-18m_2L,4:43:22,181608,225930,HOME,"JS-3-18m_2L Motor noise registered by ENL sensor at t=['212528', '212530'] and [3573, 3418]AGL","JS-3-18m_2L Motor noise registered by MOP sensor (threshold 300) at t=['183856', '184059', '184417', '184440', '184611', '184750', '184835', '184947', '185519', '185641', '185720', '185747', '193523', '193737', '193814', '193921', '193948', '194143', '194414', '194526', '194740', '194916', '195153', '195422', '195716', '195818', '195915', '195955', '200059', '200257', '200419', '200457', '200820', '200828', '201003', '201020', '201139', '201307', '201351', '201537', '201703', '201744', '201957', '202033', '202226', '202257', '202422', '202533', '202909', '202926', '203146', '203158', '203848', '204150', '204233', '204247', '204433', '204507', '204854', '205118', '205217', '205613', '205726', '205753', '210121', '210348', '210558', '210611', '211213', '211255', '211335', '211641', '212219', '212435', '212552', '212625', '212936', '213120', '213448', '213713', '214034', '214143', '214217', '214440', '214530', '214620', '214659', '214711', '215023', '215120', '215440', '215705', '220026', '220135', '220303', '220354', '220452', '220524', '220653', '220810', '221100', '221222', '222647', '222722', '222818', '222902', '223029', '223143', '223230', '223352', '223447', '223519', '223621', '223902', '223956', '224111', '224252', '224303', '224648', '224656', '224750', '224846', '225220', '225347', '225358', '225652'] and [5086, 4443, 4317, 4413, 4104, 3891, 3589, 3543, 4485, 4104, 3944, 4013, 5994, 5594, 5201, 5256, 4780, 4636, 4853, 4722, 4734, 4590, 5089, 4439, 5138, 5115, 5124, 5174, 5000, 4485, 4255, 4403, 6142, 6559, 5853, 6197, 5580, 5525, 5170, 4717, 4649, 4990, 5098, 4938, 5078, 5227, 5220, 4909, 4245, 4248, 3898, 3865, 4580, 3901, 3445, 3744, 3363, 3252, 4817, 4268, 4242, 2490, 2615, 2815, 3199, 2680, 3038, 3156, 5548, 5935, 5804, 4882, 4219, 4029, 3311, 3507, 4285, 3950, 4498, 4015, 5315, 5473, 5226, 4324, 3845, 3694, 3438, 3651, 3816, 3842, 4501, 3786, 4928, 4639, 4320, 4052, 3511, 3609, 3727, 3477, 3219, 3042, 5801, 5777, 5236, 5627, 5748, 5594, 5075, 4530, 4350, 4534, 4209, 3905, 3750, 3225, 2920, 2864, 2703, 3028, 2818, 2516, 2333, 1802, 1683, 1116]AGL","JS-3-18m_2L Motor noise registered by MOP sensor (threshold 400) at t=['183904', '184059', '184617', '184750', '184845', '184947', '193632', '193737', '194058', '194143', '195407', '195422', '195742', '195818', '200200', '200257', '200430', '200457', '201415', '201537', '202006', '202033', '202509', '202533', '203859', '204150', '204930', '205118', '205244', '205613', '210146', '210348', '211409', '211641', '212231', '212435', '212619', '212625', '213646', '213713', '214224', '214440', '215525', '215705', '220033', '220135', '220459', '220524', '220658', '220810', '221139', '221222', '222654', '222722', '222825', '222902', '223315', '223352', '223717', '223902', '224809', '224846', '225548', '225652'] and [5023, 4443, 4032, 3891, 3521, 3543, 5538, 5594, 4462, 4636, 4065, 4439, 4911, 5115, 4419, 4485, 4242, 4403, 4991, 4717, 4996, 4938, 4701, 4909, 4472, 3901, 4613, 4268, 3855, 2490, 2927, 2680, 5634, 4882, 4140, 4029, 3255, 3507, 3671, 4015, 5164, 4324, 4176, 3786, 4908, 4639, 3418, 3609, 3684, 3477, 3071, 3042, 5798, 5777, 5406, 5627, 4757, 4530, 4137, 3905, 2655, 2516, 1345, 1116]AGL",,,
8/24/2024,4536-9241100517.igc,JS-1-21m,4:26:21,183917,230538,HOME,,,,,,
8/29/2024,4536-9239003668.igc,JS-3-18m,5:28:22,181724,234546,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['234542', '234544'] and [92, 92]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['181727', '181735'] and [-31, -19]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['181727', '181735'] and [-31, -19]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['181727', '181735'] and [-31, -19]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['181728', '181735'] and [-41, -19]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['181728', '181735'] and [-41, -19]AGL"
8/29/2024,4536-9240051982.igc,ASG32Mi,5:24:13,181204,233617,HOME,"ASG32Mi Motor noise registered by ENL sensor at t=['181335', '181336', '193309', '193310', '211439', '211440', '220253', '220254', '223142', '223143', '224705', '224706', '233540', '233541', '233554', '233557', '233559', '233600', '233606', '233615'] and [377, 401, 4048, 4035, 3744, 3727, 4714, 4712, 5735, 5722, 4931, 4931, 115, 105, 112, 112, 105, 105, 105, 108]AGL",,,,,
8/21/2024,4536-9240051860.igc,ArcusM, 4:36:30,193035,705,HOME,"ArcusM Motor noise registered by ENL sensor at t=['213001', '213002', '213523', '213524', '000658', '000659'] and [8950, 8947, 6831, 6867, 76, 72]AGL",,,,,
8/11/2024,4536-9241100297.igc,EB29R,4:05:26,180411,220937,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=180411 and: 935 msl [-2 agl]; Height gain/loss is: 1469
EB29R Motor noise registered by ENL sensor at t=['180412', '180947', '180951', '180952'] and [-2, 1433, 1434, 1431]AGL",,,,,
8/22/2024,4536-9239003467.igc,JS-3-18mAbm, 5:32:13,184843,2056,HOME,,,,,,
8/14/2024,4536-9241100346.igc,JS-1-21m,2:36:02,182132,205734,HOME,,,,,,
8/27/2024,4536-9241100551.igc,JS-1-21m,4:05:50,180110,220700,HOME,,,,,,
8/27/2024,4536-9240051941.igc,ArcusT,0:20:58,183347,185445,HOME,,,,,,
8/24/2024,4536-9239003531.igc,JS-3-18mAbm,4:37:59,184250,232049,HOME,,"JS-3-18mAbm Motor noise registered by MOP sensor (threshold 300) at t=['232013', '232023'] and [91, 86]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 400) at t=['232013', '232023'] and [91, 86]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 500) at t=['232013', '232023'] and [91, 86]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 600) at t=['232014', '232023'] and [98, 86]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 700) at t=['232014', '232023'] and [98, 86]AGL"
8/12/2024,4536-9239003186.igc,AS33Es18m,3:02:08,190701,220909,HOME,"AS33Es18m's ENL monitor reports Engine Run 4 minutes, starts at T=190701 and: 961 msl [30 agl]; Height gain/loss is: 1617
AS33Es18m Motor noise registered by ENL sensor at t=['190702', '191114'] and [27, 1693]AGL",,,,,
8/14/2024,4536-9241100356.igc,JS-5,3:01:32,183245,213417,HOME,"JS-5's MOP monitor reports Engine Run 1 minutes, starts at T=210415 and: 5321 msl [4406 agl]; Height gain/loss is: -33","JS-5 Motor noise registered by MOP sensor (threshold 300) at t=['210415', '210523', '210929', '211006', '213352', '213356', '213414'] and [4406, 4376, 3960, 3859, 69, 69, 69]AGL","JS-5 Motor noise registered by MOP sensor (threshold 400) at t=['210415', '210523', '210929', '211006', '213352', '213356', '213414'] and [4406, 4376, 3960, 3859, 69, 69, 69]AGL","JS-5 Motor noise registered by MOP sensor (threshold 500) at t=['210415', '210523', '210929', '211006', '213352', '213356', '213414'] and [4406, 4376, 3960, 3859, 69, 69, 69]AGL","JS-5 Motor noise registered by MOP sensor (threshold 600) at t=['210416', '210523', '210930', '211006', '213415'] and [4403, 4376, 3960, 3859, 69]AGL","JS-5 Motor noise registered by MOP sensor (threshold 700) at t=['210416', '210523', '210930', '211006', '213415'] and [4403, 4376, 3960, 3859, 69]AGL"
8/11/2024,4536-9239003138.igc,18mAS33@ventus,3:20:38,182618,214656,HOME,"18mAS33@ventus Motor noise registered by ENL sensor at t=['182620', '182627', '182649', '182650', '214148', '214238'] and [23, 46, 76, 49, 1408, 1588]AGL",,,,,
8/20/2024,4536-9240051848.igc,ArcusM, 5:05:39,194012,4551,HOME,"ArcusM Motor noise registered by ENL sensor at t=['003859', '004038'] and [1115, 1821]AGL",,,,,
8/27/2024,4536-9241100560.igc,JS-5,3:26:01,175350,211951,HOME,,"JS-5 Motor noise registered by MOP sensor (threshold 300) at t=['211349', '211353'] and [1397, 1322]AGL","JS-5 Motor noise registered by MOP sensor (threshold 400) at t=['211349', '211353'] and [1397, 1322]AGL","JS-5 Motor noise registered by MOP sensor (threshold 500) at t=['211349', '211353'] and [1397, 1322]AGL",,
8/23/2024,4536-9241100503.igc,JS-1-21m, 6:04:07,182339,2746,HOME,,,,,,
8/24/2024,4536-9241100519.igc,JS-5-24m,4:22:51,184430,230721,HOME,,,,,,
8/28/2024,4536-9240051967.igc,ArcusM,3:39:42,173121,211103,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=173121 and: 918 msl [-12 agl]; Height gain/loss is: 1975
ArcusM's ENL monitor reports Engine Run 8 minutes, starts at T=195036 and: 1509 msl [880 agl]; Height gain/loss is: 3130
ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=202735 and: 3225 msl [2642 agl]; Height gain/loss is: 2752
ArcusM Motor noise registered by ENL sensor at t=['173122', '173624', '195036', '195857', '202735', '203438'] and [-9, 2021, 880, 3914, 2642, 5351]AGL",,,,,
8/14/2024,4536-9239003255.igc,AS33Es18m,4:37:47,173834,221621,HOME,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=173834 and: 984 msl [72 agl]; Height gain/loss is: 1719
AS33Es18m Motor noise registered by ENL sensor at t=['173835', '174210'] and [72, 1778]AGL",,,,,
8/22/2024,4536-9241100482.igc,JS-1-21m, 5:59:12,180308,220,HOME,,,,,,
8/19/2024,4536-9239003381.igc,JS-3-18m,6:09:30,174152,235122,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['174154', '174641', '233115'] and [10, 2704, 2096]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['174156', '174641', '233124'] and [7, 2704, 2037]AGL",JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['235101'] and [69]AGL,,
8/12/2024,4536-9239003170.igc,JS-3-18m_2L,3:08:55,191503,222358,HOME,,,,,,
8/15/2024,4536-9239003286.igc,JS-3-18m,5:19:41,173356,225337,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['173644', '173647', '173801', '173802', '173818', '173819', '183306', '183308'] and [1148, 1172, 1834, 1844, 1943, 1949, 4153, 4127]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['174012', '174020'] and [1788, 1670]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['174012', '174020'] and [1788, 1670]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['174012', '174020'] and [1788, 1670]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['174013', '174020'] and [1791, 1670]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['174013', '174020'] and [1791, 1670]AGL"
8/20/2024,4536-9239003409.igc,JS-3-18m, 5:09:50,193044,4034,HOME,"JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=003440 and: 1656 msl [695 agl]; Height gain/loss is: 519","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['003440', '003709'] and [695, 1208]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['003440', '003709'] and [695, 1208]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['003440', '003709'] and [695, 1208]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['003441', '003709'] and [698, 1208]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['003441', '003709'] and [698, 1208]AGL"
8/19/2024,4536-9239003389.igc,JS-3-18m,5:17:52,181618,233410,HOME,,,,,,
8/16/2024,4536-9239003307.igc,JS-3-18mAbm,0:43:05,223231,231536,HOME,"JS-3-18mAbm's MOP monitor reports Engine Run 15 minutes, starts at T=223839 and: 3444 msl [2523 agl]; Height gain/loss is: 3255
JS-3-18mAbm's MOP monitor reports Engine Run 1 minutes, starts at T=225631 and: 5974 msl [5039 agl]; Height gain/loss is: -177
JS-3-18mAbm's MOP monitor reports Engine Run 1 minutes, starts at T=225755 and: 5764 msl [4866 agl]; Height gain/loss is: -289","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 300) at t=['223839', '225412', '225415', '225443', '225445', '225458', '225501', '225510', '225512', '225516', '225519', '225523', '225526', '225542', '225545', '225601', '225603', '225625', '225626', '225630', '225631', '225749', '225755', '225951'] and [2523, 5696, 5670, 5800, 5817, 5847, 5860, 5866, 5850, 5800, 5758, 5738, 5706, 5509, 5450, 5338, 5321, 5135, 5115, 5062, 5039, 4882, 4866, 4596]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 400) at t=['223839', '225412', '225415', '225443', '225445', '225458', '225501', '225510', '225512', '225516', '225519', '225523', '225526', '225542', '225545', '225601', '225603', '225625', '225626', '225630', '225631', '225749', '225755', '225951'] and [2523, 5696, 5670, 5800, 5817, 5847, 5860, 5866, 5850, 5800, 5758, 5738, 5706, 5509, 5450, 5338, 5321, 5135, 5115, 5062, 5039, 4882, 4866, 4596]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 500) at t=['223839', '225412', '225415', '225443', '225445', '225458', '225501', '225510', '225512', '225516', '225519', '225523', '225526', '225542', '225545', '225601', '225603', '225625', '225626', '225630', '225631', '225749', '225755', '225951'] and [2523, 5696, 5670, 5800, 5817, 5847, 5860, 5866, 5850, 5800, 5758, 5738, 5706, 5509, 5450, 5338, 5321, 5135, 5115, 5062, 5039, 4882, 4866, 4596]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 600) at t=['223840', '225412', '225419', '225443', '225446', '225458', '225502', '225510', '225527', '225542', '225546', '225601', '225605', '225625', '225637', '225749', '225756', '225951'] and [2517, 5696, 5616, 5800, 5807, 5847, 5860, 5866, 5695, 5509, 5430, 5338, 5315, 5135, 4971, 4882, 4866, 4596]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 700) at t=['223840', '225412', '225419', '225443', '225446', '225458', '225502', '225510', '225527', '225542', '225546', '225601', '225606', '225625', '225641', '225749', '225756', '225951'] and [2517, 5696, 5616, 5800, 5807, 5847, 5860, 5866, 5695, 5509, 5430, 5338, 5299, 5135, 4905, 4882, 4866, 4596]AGL"
